order_id,customer,date,product,category,quantity,unit_price,revenue
ORD-000690,CUST-0276,2023-07-22,Denim Jacket,Clothing,3,34.12,102.36
ORD-000691,CUST-0037,2023-07-23,Electric Kettle,Home & Kitchen,1,37.29,37.29
ORD-000692,CUST-0050,2023-07-23,Vitamin C Serum,Beauty,3,28.04,84.12
ORD-000693,CUST-0006,2023-07-24,Rain Jacket,Clothing,2,20.73,41.46
ORD-000694,CUST-0389,2023-07-24,Insulated Water Bottle,Sports,1,18.6,18.6
ORD-000695,CUST-0069,2023-07-24,Kitchen Knife Set,Home & Kitchen,1,26.81,26.81
ORD-000696,CUST-0319,2023-07-24,Cotton Hoodie,Clothing,1,31.84,31.84
ORD-000697,CUST-0385,2023-07-25,Air Fryer,Home & Kitchen,2,37.25,74.5
ORD-000698,CUST-0001,2023-07-25,Sunscreen SPF 50,Beauty,3,61.63,184.89
ORD-000699,CUST-0019,2023-07-25,Electric Kettle,Home & Kitchen,1,27.88,27.88
ORD-000700,CUST-0038,2023-07-25,Vitamin C Serum,Beauty,1,8.37,8.37
ORD-000701,CUST-0569,2023-07-25,Webcam Pro,Electronics,3,102.22,306.66
ORD-000702,CUST-0075,2023-07-25,Robot Vacuum,Home & Kitchen,1,119.34,119.34
ORD-000703,CUST-0004,2023-07-26,Sheet Mask Bundle,Beauty,3,18.74,56.22
ORD-000704,CUST-0002,2023-07-26,Cotton Hoodie,Clothing,2,47.33,94.66
ORD-000705,CUST-0003,2023-07-26,Python Crash Course,Books,1,22.02,22.02
ORD-000706,CUST-0309,2023-07-26,Retinol Night Cream,Beauty,1,7.9,7.9
ORD-000707,CUST-0340,2023-07-27,Denim Jacket,Clothing,1,22.1,22.1
ORD-000708,CUST-0075,2023-07-27,Cotton Hoodie,Clothing,1,99.6,99.6
ORD-000709,CUST-0318,2023-07-27,Sunscreen SPF 50,Beauty,1,35.27,35.27
ORD-000710,CUST-0195,2023-07-28,Bluetooth Speaker,Electronics,1,381.55,381.55
ORD-000711,CUST-0428,2023-07-28,Denim Jacket,Clothing,1,76.27,76.27
ORD-000712,CUST-0426,2023-07-28,Running Waist Pack,Sports,1,42.03,42.03
ORD-000713,CUST-0552,2023-07-28,Kitchen Knife Set,Home & Kitchen,1,24.96,24.96
ORD-000714,CUST-0005,2023-07-29,Bamboo Cutting Board,Home & Kitchen,1,124.29,124.29
ORD-000715,CUST-0161,2023-07-29,Mechanical Keyboard,Electronics,1,390.0,390.0
ORD-000716,CUST-0228,2023-07-29,Slim Fit Jeans,Clothing,1,103.07,103.07
ORD-000717,CUST-0110,2023-07-29,Air Fryer,Home & Kitchen,1,128.69,128.69
ORD-000718,CUST-0560,2023-07-29,Cotton Hoodie,Clothing,2,76.27,152.54
ORD-000719,CUST-0201,2023-07-30,Wireless Headphones,Electronics,1,387.67,387.67
ORD-000720,CUST-0001,2023-07-30,Wireless Headphones,Electronics,1,40.91,40.91
ORD-000721,CUST-0264,2023-07-30,Portable Charger,Electronics,1,127.01,127.01
ORD-000722,CUST-0083,2023-07-30,Running Shoes,Clothing,1,109.32,109.32
ORD-000723,CUST-0112,2023-07-30,Wireless Headphones,Electronics,1,57.8,57.8
ORD-000724,CUST-0175,2023-07-30,Portable Charger,Electronics,1,327.07,327.07
ORD-000725,CUST-0019,2023-07-30,Yoga Mat,Sports,2,10.03,20.06
ORD-000726,CUST-0038,2023-07-31,Vitamin C Serum,Beauty,1,19.5,19.5
ORD-000727,CUST-0118,2023-07-31,Vitamin C Serum,Beauty,2,35.15,70.3
ORD-000728,CUST-0220,2023-07-31,Foam Roller,Sports,2,9.64,19.28
ORD-000729,CUST-0056,2023-08-01,Mechanical Keyboard,Electronics,3,724.39,2173.17
ORD-000730,CUST-0128,2023-08-01,Cotton Hoodie,Clothing,1,103.14,103.14
ORD-000731,CUST-0192,2023-08-01,Yoga Mat,Sports,1,66.76,66.76
ORD-000732,CUST-0062,2023-08-01,Insulated Water Bottle,Sports,1,43.58,43.58
ORD-000733,CUST-0020,2023-08-02,Laptop Stand,Electronics,1,123.21,123.21
ORD-000734,CUST-0009,2023-08-02,Running Shoes,Clothing,1,79.33,79.33
ORD-000735,CUST-0003,2023-08-02,Yoga Mat,Sports,1,118.06,118.06
ORD-000736,CUST-0268,2023-08-02,USB-C Hub,Electronics,1,67.51,67.51
ORD-000737,CUST-0020,2023-08-02,Cotton Hoodie,Clothing,1,45.68,45.68
ORD-000738,CUST-0038,2023-08-02,Resistance Bands,Sports,2,122.69,245.38
ORD-000739,CUST-0399,2023-08-02,Mechanical Keyboard,Electronics,1,60.32,60.32
ORD-000740,CUST-0122,2023-08-03,Cotton Hoodie,Clothing,1,48.97,48.97
ORD-000741,CUST-0002,2023-08-03,Slim Fit Jeans,Clothing,2,28.95,57.9
ORD-000742,CUST-0309,2023-08-04,Leadership Playbook,Books,1,38.16,38.16
ORD-000743,CUST-0258,2023-08-04,Retinol Night Cream,Beauty,1,26.68,26.68
ORD-000744,CUST-0092,2023-08-04,Webcam Pro,Electronics,1,94.87,94.87
ORD-000745,CUST-0001,2023-08-05,Makeup Brush Set,Beauty,1,8.81,8.81
ORD-000746,CUST-0022,2023-08-05,Body Lotion,Beauty,2,25.03,50.06
ORD-000747,CUST-0216,2023-08-05,Robot Vacuum,Home & Kitchen,2,15.06,30.12
ORD-000748,CUST-0236,2023-08-05,USB-C Hub,Electronics,3,204.5,613.5
ORD-000749,CUST-0171,2023-08-05,Running Shoes,Clothing,1,49.97,49.97
ORD-000750,CUST-0003,2023-08-05,Denim Jacket,Clothing,1,79.41,79.41
ORD-000751,CUST-0059,2023-08-06,Smart Watch,Electronics,2,58.49,116.98
ORD-000752,CUST-0168,2023-08-07,Cotton Hoodie,Clothing,1,21.79,21.79
ORD-000753,CUST-0108,2023-08-07,Basketball,Sports,2,11.64,23.28
ORD-000754,CUST-0387,2023-08-07,Air Fryer,Home & Kitchen,2,17.48,34.96
ORD-000755,CUST-0017,2023-08-07,Wireless Headphones,Electronics,1,129.76,129.76
ORD-000756,CUST-0237,2023-08-08,Healthy Meal Prep,Books,1,14.31,14.31
ORD-000757,CUST-0569,2023-08-08,Yoga Mat,Sports,1,126.91,126.91
ORD-000758,CUST-0072,2023-08-08,Air Fryer,Home & Kitchen,1,14.86,14.86
ORD-000759,CUST-0351,2023-08-08,Smart Watch,Electronics,2,121.41,242.82
ORD-000760,CUST-0098,2023-08-09,Trail Backpack,Sports,2,9.77,19.54
ORD-000761,CUST-0424,2023-08-09,Air Fryer,Home & Kitchen,1,39.98,39.98
ORD-000762,CUST-0025,2023-08-09,Air Fryer,Home & Kitchen,4,24.85,99.4
ORD-000763,CUST-0054,2023-08-09,Coffee Grinder,Home & Kitchen,2,24.06,48.12
ORD-000764,CUST-0596,2023-08-10,Mystery Novel Collection,Books,1,25.56,25.56
ORD-000765,CUST-0097,2023-08-10,Smart Watch,Electronics,1,225.17,225.17
ORD-000766,CUST-0218,2023-08-11,USB-C Hub,Electronics,3,101.0,303.0
ORD-000767,CUST-0369,2023-08-11,Resistance Bands,Sports,1,65.94,65.94
ORD-000768,CUST-0060,2023-08-11,Personal Finance Basics,Books,3,35.31,105.93
ORD-000769,CUST-0296,2023-08-11,Mechanical Keyboard,Electronics,1,144.95,144.95
ORD-000770,CUST-0158,2023-08-13,Cotton Hoodie,Clothing,3,34.19,102.57
ORD-000771,CUST-0086,2023-08-13,Hair Dryer,Beauty,2,14.57,29.14
ORD-000772,CUST-0043,2023-08-13,Vitamin C Serum,Beauty,2,8.29,16.58
ORD-000773,CUST-0110,2023-08-13,Smart Watch,Electronics,1,100.8,100.8
ORD-000774,CUST-0184,2023-08-13,Polo Shirt,Clothing,1,32.91,32.91
ORD-000775,CUST-0001,2023-08-14,Rain Jacket,Clothing,1,59.42,59.42
ORD-000776,CUST-0001,2023-08-14,Bamboo Cutting Board,Home & Kitchen,1,79.86,79.86
ORD-000777,CUST-0022,2023-08-14,Business Strategy Handbook,Books,1,16.75,16.75
ORD-000778,CUST-0111,2023-08-14,Wireless Headphones,Electronics,2,42.47,84.94
ORD-000779,CUST-0275,2023-08-14,Bamboo Cutting Board,Home & Kitchen,1,127.41,127.41
ORD-000780,CUST-0500,2023-08-14,Coffee Grinder,Home & Kitchen,3,39.61,118.83
ORD-000781,CUST-0003,2023-08-15,Business Strategy Handbook,Books,1,14.22,14.22
ORD-000782,CUST-0033,2023-08-15,Graphic T-Shirt,Clothing,2,46.8,93.6
ORD-000783,CUST-0019,2023-08-15,Mystery Novel Collection,Books,2,20.69,41.38
ORD-000784,CUST-0541,2023-08-15,Mechanical Keyboard,Electronics,3,349.24,1047.72
ORD-000785,CUST-0013,2023-08-15,Smart Watch,Electronics,1,135.31,135.31
ORD-000786,CUST-0339,2023-08-16,Face Moisturizer,Beauty,2,24.88,49.76
ORD-000787,CUST-0007,2023-08-16,Cotton Hoodie,Clothing,2,32.93,65.86
ORD-000788,CUST-0034,2023-08-16,Running Shoes,Clothing,1,81.88,81.88
ORD-000789,CUST-0133,2023-08-16,Vitamin C Serum,Beauty,3,25.73,77.19
ORD-000790,CUST-0034,2023-08-16,Coffee Grinder,Home & Kitchen,2,24.97,49.94
ORD-000791,CUST-0067,2023-08-16,Yoga Mat,Sports,3,116.84,350.52
ORD-000792,CUST-0057,2023-08-16,Coffee Grinder,Home & Kitchen,1,40.13,40.13
ORD-000793,CUST-0456,2023-08-17,Yoga Leggings,Clothing,2,61.06,122.12
ORD-000794,CUST-0074,2023-08-17,Air Fryer,Home & Kitchen,1,15.1,15.1
ORD-000795,CUST-0012,2023-08-17,Vitamin C Serum,Beauty,1,25.17,25.17
ORD-000796,CUST-0041,2023-08-18,Business Strategy Handbook,Books,3,7.23,21.69
ORD-000797,CUST-0004,2023-08-18,Graphic T-Shirt,Clothing,1,20.72,20.72
ORD-000798,CUST-0584,2023-08-18,Electric Kettle,Home & Kitchen,2,70.47,140.94
ORD-000799,CUST-0175,2023-08-18,Smart Watch,Electronics,1,45.72,45.72
ORD-000800,CUST-0323,2023-08-18,Wireless Headphones,Electronics,2,349.77,699.54
ORD-000801,CUST-0009,2023-08-18,Air Fryer,Home & Kitchen,1,251.43,251.43
ORD-000802,CUST-0414,2023-08-19,Sheet Mask Bundle,Beauty,1,18.85,18.85
ORD-000803,CUST-0012,2023-08-19,Denim Jacket,Clothing,3,78.49,235.47
ORD-000804,CUST-0433,2023-08-19,Running Shoes,Clothing,1,86.53,86.53
ORD-000805,CUST-0005,2023-08-20,Resistance Bands,Sports,1,10.32,10.32
ORD-000806,CUST-0004,2023-08-20,Yoga Mat,Sports,3,24.38,73.14
ORD-000807,CUST-0216,2023-08-20,Healthy Meal Prep,Books,1,35.93,35.93
ORD-000808,CUST-0404,2023-08-20,Cotton Hoodie,Clothing,1,57.75,57.75
ORD-000809,CUST-0282,2023-08-20,Cotton Hoodie,Clothing,1,58.63,58.63
ORD-000810,CUST-0058,2023-08-21,Business Strategy Handbook,Books,1,25.01,25.01
ORD-000811,CUST-0056,2023-08-21,Vitamin C Serum,Beauty,1,8.16,8.16
ORD-000812,CUST-0410,2023-08-22,Yoga Leggings,Clothing,2,107.91,215.82
ORD-000813,CUST-0115,2023-08-22,Coffee Grinder,Home & Kitchen,1,39.72,39.72
ORD-000814,CUST-0069,2023-08-22,Hair Dryer,Beauty,2,34.65,69.3
ORD-000815,CUST-0498,2023-08-22,Face Moisturizer,Beauty,1,19.45,19.45
ORD-000816,CUST-0260,2023-08-23,Webcam Pro,Electronics,1,130.16,130.16
ORD-000817,CUST-0136,2023-08-23,Insulated Water Bottle,Sports,1,42.71,42.71
ORD-000818,CUST-0389,2023-08-23,Coffee Grinder,Home & Kitchen,2,130.99,261.98
ORD-000819,CUST-0025,2023-08-23,Rain Jacket,Clothing,2,66.77,133.54
ORD-000820,CUST-0381,2023-08-23,Face Moisturizer,Beauty,2,24.25,48.5
ORD-000821,CUST-0008,2023-08-24,Smart Watch,Electronics,1,144.99,144.99
ORD-000822,CUST-0348,2023-08-24,Air Fryer,Home & Kitchen,1,114.08,114.08
ORD-000823,CUST-0547,2023-08-25,Bluetooth Speaker,Electronics,2,94.98,189.96
ORD-000824,CUST-0118,2023-08-26,Cotton Hoodie,Clothing,2,85.72,171.44
ORD-000825,CUST-0248,2023-08-26,Smart Watch,Electronics,3,40.52,121.56
ORD-000826,CUST-0582,2023-08-26,Hair Dryer,Beauty,4,7.52,30.08
ORD-000827,CUST-0374,2023-08-26,Cotton Hoodie,Clothing,1,83.99,83.99
ORD-000828,CUST-0214,2023-08-26,Running Shoes,Clothing,4,102.01,408.04
ORD-000829,CUST-0120,2023-08-26,Modern JavaScript Guide,Books,1,7.51,7.51
ORD-000830,CUST-0012,2023-08-26,Bamboo Cutting Board,Home & Kitchen,1,16.54,16.54
ORD-000831,CUST-0431,2023-08-26,Air Fryer,Home & Kitchen,2,262.85,525.7
ORD-000832,CUST-0409,2023-08-26,Yoga Leggings,Clothing,2,58.08,116.16
ORD-000833,CUST-0009,2023-08-27,Resistance Bands,Sports,1,124.99,124.99
ORD-000834,CUST-0281,2023-08-27,Vitamin C Serum,Beauty,2,19.73,39.46
ORD-000835,CUST-0293,2023-08-28,Wireless Headphones,Electronics,1,372.2,372.2
ORD-000836,CUST-0110,2023-08-28,Compact Blender,Home & Kitchen,1,281.93,281.93
ORD-000837,CUST-0354,2023-08-29,Kitchen Knife Set,Home & Kitchen,2,14.69,29.38
ORD-000838,CUST-0024,2023-08-29,Wireless Headphones,Electronics,1,39.86,39.86
ORD-000839,CUST-0012,2023-08-30,Trail Backpack,Sports,2,10.09,20.18
ORD-000840,CUST-0087,2023-08-30,Python Crash Course,Books,1,15.57,15.57
ORD-000841,CUST-0054,2023-08-30,Foam Roller,Sports,4,40.16,160.64
ORD-000842,CUST-0274,2023-08-31,Wireless Headphones,Electronics,1,43.1,43.1
ORD-000843,CUST-0385,2023-08-31,Robot Vacuum,Home & Kitchen,1,16.61,16.61
ORD-000844,CUST-0292,2023-09-01,Yoga Mat,Sports,1,41.63,41.63
ORD-000845,CUST-0146,2023-09-01,Webcam Pro,Electronics,3,62.37,187.11
ORD-000846,CUST-0003,2023-09-01,Wireless Headphones,Electronics,1,99.75,99.75
ORD-000847,CUST-0046,2023-09-01,Slim Fit Jeans,Clothing,1,32.67,32.67
ORD-000848,CUST-0204,2023-09-02,Portable Charger,Electronics,2,347.87,695.74
ORD-000849,CUST-0438,2023-09-02,Denim Jacket,Clothing,1,85.98,85.98
ORD-000850,CUST-0002,2023-09-03,Retinol Night Cream,Beauty,1,34.17,34.17
ORD-000851,CUST-0170,2023-09-03,Wireless Headphones,Electronics,1,127.27,127.27
ORD-000852,CUST-0126,2023-09-03,Denim Jacket,Clothing,1,48.15,48.15
ORD-000853,CUST-0082,2023-09-03,Bluetooth Speaker,Electronics,1,138.58,138.58
ORD-000854,CUST-0009,2023-09-03,Portable Charger,Electronics,2,121.74,243.48
ORD-000855,CUST-0014,2023-09-04,Wireless Headphones,Electronics,2,60.77,121.54
ORD-000856,CUST-0461,2023-09-04,Retinol Night Cream,Beauty,1,13.83,13.83
ORD-000857,CUST-0227,2023-09-05,Polo Shirt,Clothing,1,82.02,82.02
ORD-000858,CUST-0069,2023-09-05,Cotton Hoodie,Clothing,2,21.78,43.56
ORD-000859,CUST-0112,2023-09-05,Wireless Headphones,Electronics,1,333.08,333.08
ORD-000860,CUST-0384,2023-09-07,Data Analytics Primer,Books,1,25.84,25.84
ORD-000861,CUST-0496,2023-09-07,Coffee Grinder,Home & Kitchen,3,76.58,229.74
ORD-000862,CUST-0521,2023-09-07,Mystery Novel Collection,Books,2,25.51,51.02
ORD-000863,CUST-0533,2023-09-07,Bamboo Cutting Board,Home & Kitchen,1,123.01,123.01
ORD-000864,CUST-0002,2023-09-07,Webcam Pro,Electronics,1,674.16,674.16
ORD-000865,CUST-0058,2023-09-08,Air Fryer,Home & Kitchen,1,15.47,15.47
ORD-000866,CUST-0020,2023-09-08,Bluetooth Speaker,Electronics,1,44.79,44.79
ORD-000867,CUST-0223,2023-09-08,Business Strategy Handbook,Books,1,23.96,23.96
ORD-000868,CUST-0118,2023-09-08,Vitamin C Serum,Beauty,1,39.88,39.88
ORD-000869,CUST-0092,2023-09-09,Resistance Bands,Sports,2,16.21,32.42
ORD-000870,CUST-0194,2023-09-09,Vitamin C Serum,Beauty,1,33.64,33.64
ORD-000871,CUST-0040,2023-09-10,Coffee Grinder,Home & Kitchen,1,259.82,259.82
ORD-000872,CUST-0538,2023-09-10,Personal Finance Basics,Books,3,34.81,104.43
ORD-000873,CUST-0017,2023-09-10,Smart Watch,Electronics,1,149.33,149.33
ORD-000874,CUST-0042,2023-09-10,Coffee Grinder,Home & Kitchen,1,122.45,122.45
ORD-000875,CUST-0030,2023-09-10,Leadership Playbook,Books,2,33.91,67.82
ORD-000876,CUST-0277,2023-09-11,Cotton Hoodie,Clothing,2,29.26,58.52
ORD-000877,CUST-0082,2023-09-11,Resistance Bands,Sports,1,38.47,38.47
ORD-000878,CUST-0548,2023-09-11,Wireless Headphones,Electronics,1,91.23,91.23
ORD-000879,CUST-0182,2023-09-13,Wireless Headphones,Electronics,2,338.16,676.32
ORD-000880,CUST-0228,2023-09-13,Vitamin C Serum,Beauty,3,38.69,116.07
ORD-000881,CUST-0582,2023-09-13,Yoga Mat,Sports,1,120.78,120.78
ORD-000882,CUST-0198,2023-09-13,Webcam Pro,Electronics,4,92.28,369.12
ORD-000883,CUST-0330,2023-09-13,Kitchen Knife Set,Home & Kitchen,2,39.57,79.14
ORD-000884,CUST-0017,2023-09-14,Running Shoes,Clothing,1,30.16,30.16
ORD-000885,CUST-0458,2023-09-14,Running Waist Pack,Sports,1,40.66,40.66
ORD-000886,CUST-0029,2023-09-14,Running Shoes,Clothing,1,42.41,42.41
ORD-000887,CUST-0291,2023-09-14,Air Fryer,Home & Kitchen,3,79.22,237.66
ORD-000888,CUST-0006,2023-09-14,Business Strategy Handbook,Books,2,34.07,68.14
ORD-000889,CUST-0094,2023-09-15,Smart Watch,Electronics,1,60.58,60.58
ORD-000890,CUST-0517,2023-09-15,Body Lotion,Beauty,1,9.12,9.12
ORD-000891,CUST-0010,2023-09-15,Electric Kettle,Home & Kitchen,2,75.87,151.74
ORD-000892,CUST-0002,2023-09-15,Kitchen Knife Set,Home & Kitchen,3,236.92,710.76
ORD-000893,CUST-0183,2023-09-16,Denim Jacket,Clothing,1,18.32,18.32
ORD-000894,CUST-0464,2023-09-16,Wireless Headphones,Electronics,1,44.67,44.67
ORD-000895,CUST-0077,2023-09-16,Graphic T-Shirt,Clothing,1,98.9,98.9
ORD-000896,CUST-0458,2023-09-17,Personal Finance Basics,Books,1,10.97,10.97
ORD-000897,CUST-0003,2023-09-17,Graphic T-Shirt,Clothing,1,61.95,61.95
ORD-000898,CUST-0395,2023-09-17,Adjustable Dumbbell,Sports,1,10.97,10.97
ORD-000899,CUST-0450,2023-09-17,Smart Watch,Electronics,1,769.61,769.61
ORD-000900,CUST-0014,2023-09-17,Vitamin C Serum,Beauty,1,18.36,18.36
ORD-000901,CUST-0349,2023-09-18,Resistance Bands,Sports,2,135.33,270.66
ORD-000902,CUST-0418,2023-09-18,Electric Kettle,Home & Kitchen,1,26.13,26.13
ORD-000903,CUST-0010,2023-09-18,Resistance Bands,Sports,3,24.91,74.73
ORD-000904,CUST-0182,2023-09-19,Retinol Night Cream,Beauty,1,65.91,65.91
ORD-000905,CUST-0045,2023-09-19,Bluetooth Speaker,Electronics,3,692.72,2078.16
ORD-000906,CUST-0540,2023-09-19,Cotton Hoodie,Clothing,1,108.58,108.58
ORD-000907,CUST-0004,2023-09-20,Bluetooth Speaker,Electronics,3,142.26,426.78
ORD-000908,CUST-0014,2023-09-20,Bed Sheet Set,Home & Kitchen,1,38.12,38.12
ORD-000909,CUST-0083,2023-09-21,Wireless Headphones,Electronics,1,62.08,62.08
ORD-000910,CUST-0304,2023-09-21,Yoga Mat,Sports,2,69.15,138.3
ORD-000911,CUST-0490,2023-09-21,Running Shoes,Clothing,1,60.03,60.03
ORD-000912,CUST-0247,2023-09-22,Bluetooth Speaker,Electronics,3,209.48,628.44
ORD-000913,CUST-0527,2023-09-22,Air Fryer,Home & Kitchen,1,42.64,42.64
ORD-000914,CUST-0033,2023-09-22,Smart Watch,Electronics,3,90.02,270.06
ORD-000915,CUST-0004,2023-09-22,Wireless Headphones,Electronics,2,136.9,273.8
ORD-000916,CUST-0196,2023-09-22,Modern JavaScript Guide,Books,1,19.52,19.52
ORD-000917,CUST-0061,2023-09-23,Vitamin C Serum,Beauty,2,25.53,51.06
ORD-000918,CUST-0053,2023-09-24,Rain Jacket,Clothing,1,105.7,105.7
ORD-000919,CUST-0263,2023-09-24,Bed Sheet Set,Home & Kitchen,2,15.11,30.22
ORD-000920,CUST-0573,2023-09-24,Smart Watch,Electronics,2,212.76,425.52
ORD-000921,CUST-0276,2023-09-24,Air Fryer,Home & Kitchen,2,257.33,514.66
ORD-000922,CUST-0046,2023-09-24,Wireless Headphones,Electronics,2,64.9,129.8
ORD-000923,CUST-0018,2023-09-24,Hair Dryer,Beauty,1,32.45,32.45
ORD-000924,CUST-0285,2023-09-24,Polo Shirt,Clothing,3,82.07,246.21
ORD-000925,CUST-0173,2023-09-24,Insulated Water Bottle,Sports,1,112.6,112.6
ORD-000926,CUST-0220,2023-09-25,Makeup Brush Set,Beauty,2,17.57,35.14
ORD-000927,CUST-0033,2023-09-25,Hair Dryer,Beauty,1,7.4,7.4
ORD-000928,CUST-0475,2023-09-25,Running Shoes,Clothing,2,19.28,38.56
ORD-000929,CUST-0302,2023-09-26,Mechanical Keyboard,Electronics,1,42.34,42.34
ORD-000930,CUST-0087,2023-09-26,Electric Kettle,Home & Kitchen,1,25.6,25.6
ORD-000931,CUST-0476,2023-09-26,Denim Jacket,Clothing,1,19.79,19.79
ORD-000932,CUST-0016,2023-09-27,Wireless Headphones,Electronics,1,39.66,39.66
ORD-000933,CUST-0119,2023-09-27,Denim Jacket,Clothing,1,30.85,30.85
ORD-000934,CUST-0267,2023-09-27,Air Fryer,Home & Kitchen,1,15.28,15.28
ORD-000935,CUST-0253,2023-09-28,Rain Jacket,Clothing,3,30.7,92.1
ORD-000936,CUST-0353,2023-09-28,Vitamin C Serum,Beauty,2,27.68,55.36
ORD-000937,CUST-0336,2023-09-28,Yoga Mat,Sports,3,128.13,384.39
ORD-000938,CUST-0116,2023-09-28,Air Fryer,Home & Kitchen,3,137.08,411.24
ORD-000939,CUST-0026,2023-09-29,Wireless Headphones,Electronics,1,64.98,64.98
ORD-000940,CUST-0125,2023-09-29,Cotton Hoodie,Clothing,2,18.88,37.76
ORD-000941,CUST-0006,2023-09-29,Business Strategy Handbook,Books,1,15.27,15.27
ORD-000942,CUST-0012,2023-09-29,Bed Sheet Set,Home & Kitchen,1,14.76,14.76
ORD-000943,CUST-0564,2023-09-29,Robot Vacuum,Home & Kitchen,2,247.66,495.32
ORD-000944,CUST-0003,2023-09-30,Coffee Grinder,Home & Kitchen,1,37.68,37.68
ORD-000945,CUST-0320,2023-09-30,Bluetooth Speaker,Electronics,2,371.65,743.3
ORD-000946,CUST-0150,2023-09-30,Smart Watch,Electronics,1,226.83,226.83
ORD-000947,CUST-0304,2023-10-01,Yoga Mat,Sports,1,127.83,127.83
ORD-000948,CUST-0031,2023-10-01,Wireless Headphones,Electronics,1,101.07,101.07
ORD-000949,CUST-0165,2023-10-01,Basketball,Sports,2,40.48,80.96
ORD-000950,CUST-0192,2023-10-02,Makeup Brush Set,Beauty,2,13.23,26.46
ORD-000951,CUST-0220,2023-10-02,Yoga Mat,Sports,2,122.4,244.8
ORD-000952,CUST-0567,2023-10-02,Wireless Headphones,Electronics,3,60.17,180.51
ORD-000953,CUST-0007,2023-10-02,Business Strategy Handbook,Books,1,7.79,7.79
ORD-000954,CUST-0327,2023-10-03,Wireless Headphones,Electronics,1,133.78,133.78
ORD-000955,CUST-0536,2023-10-03,Adjustable Dumbbell,Sports,1,25.12,25.12
ORD-000956,CUST-0140,2023-10-03,Insulated Water Bottle,Sports,2,24.59,49.18
ORD-000957,CUST-0508,2023-10-03,Slim Fit Jeans,Clothing,2,28.76,57.52
ORD-000958,CUST-0529,2023-10-03,Yoga Mat,Sports,1,43.19,43.19
ORD-000959,CUST-0066,2023-10-03,Mechanical Keyboard,Electronics,2,67.79,135.58
ORD-000960,CUST-0238,2023-10-04,Smart Watch,Electronics,1,753.0,753.0
ORD-000961,CUST-0001,2023-10-04,Bamboo Cutting Board,Home & Kitchen,2,73.47,146.94
ORD-000962,CUST-0360,2023-10-04,Cotton Hoodie,Clothing,1,64.07,64.07
ORD-000963,CUST-0366,2023-10-04,Resistance Bands,Sports,1,61.88,61.88
ORD-000964,CUST-0505,2023-10-06,Yoga Mat,Sports,2,16.23,32.46
ORD-000965,CUST-0531,2023-10-06,Coffee Grinder,Home & Kitchen,1,77.34,77.34
ORD-000966,CUST-0015,2023-10-07,Insulated Water Bottle,Sports,1,16.27,16.27
ORD-000967,CUST-0268,2023-10-07,Bluetooth Speaker,Electronics,1,350.58,350.58
ORD-000968,CUST-0079,2023-10-07,Denim Jacket,Clothing,1,90.87,90.87
ORD-000969,CUST-0244,2023-10-07,Resistance Bands,Sports,1,25.72,25.72
ORD-000970,CUST-0008,2023-10-07,Yoga Mat,Sports,1,127.65,127.65
ORD-000971,CUST-0138,2023-10-08,Running Shoes,Clothing,1,28.13,28.13
ORD-000972,CUST-0120,2023-10-08,USB-C Hub,Electronics,1,751.79,751.79
ORD-000973,CUST-0371,2023-10-08,Denim Jacket,Clothing,2,45.43,90.86
ORD-000974,CUST-0057,2023-10-08,Portable Charger,Electronics,1,121.61,121.61
ORD-000975,CUST-0004,2023-10-08,Bed Sheet Set,Home & Kitchen,2,248.86,497.72
ORD-000976,CUST-0382,2023-10-08,Electric Kettle,Home & Kitchen,1,13.76,13.76
ORD-000977,CUST-0313,2023-10-08,Wireless Headphones,Electronics,2,655.9,1311.8
ORD-000978,CUST-0059,2023-10-09,Smart Watch,Electronics,2,696.73,1393.46
ORD-000979,CUST-0013,2023-10-09,Wireless Headphones,Electronics,1,128.15,128.15
ORD-000980,CUST-0361,2023-10-09,Yoga Mat,Sports,1,69.57,69.57
ORD-000981,CUST-0033,2023-10-09,Vitamin C Serum,Beauty,1,18.56,18.56
ORD-000982,CUST-0011,2023-10-10,Yoga Leggings,Clothing,2,59.09,118.18
ORD-000983,CUST-0436,2023-10-10,Running Shoes,Clothing,2,27.89,55.78
ORD-000984,CUST-0126,2023-10-10,Business Strategy Handbook,Books,2,15.18,30.36
ORD-000985,CUST-0406,2023-10-11,Rain Jacket,Clothing,2,75.6,151.2
ORD-000986,CUST-0541,2023-10-11,Cotton Hoodie,Clothing,1,111.97,111.97
ORD-000987,CUST-0069,2023-10-12,Hair Dryer,Beauty,1,35.75,35.75
ORD-000988,CUST-0268,2023-10-12,Foam Roller,Sports,1,16.01,16.01
ORD-000989,CUST-0041,2023-10-12,Sheet Mask Bundle,Beauty,1,57.44,57.44
ORD-000990,CUST-0175,2023-10-12,Hair Dryer,Beauty,2,7.82,15.64
ORD-000991,CUST-0161,2023-10-13,Vitamin C Serum,Beauty,1,34.48,34.48
ORD-000992,CUST-0197,2023-10-13,Running Waist Pack,Sports,2,114.95,229.9
ORD-000993,CUST-0013,2023-10-13,Yoga Mat,Sports,1,65.84,65.84
ORD-000994,CUST-0054,2023-10-14,Hair Dryer,Beauty,1,37.77,37.77
ORD-000995,CUST-0154,2023-10-14,Foam Roller,Sports,1,62.88,62.88
ORD-000996,CUST-0470,2023-10-15,Face Moisturizer,Beauty,1,13.48,13.48
